t = 6.08, x = 4.7389, v = 1.6096
t = 6.09, x = 4.7548, v = 1.5709
t = 6.10, x = 4.7703, v = 1.5321
t = 6.11, x = 4.7855, v = 1.4931
t = 6.12, x = 4.8002, v = 1.4541
t = 6.13, x = 4.8145, v = 1.4150
t = 6.14, x = 4.8285, v = 1.3758
t = 6.15, x = 4.8421, v = 1.3366
t = 6.16, x = 4.8552, v = 1.2972
t = 6.17, x = 4.8680, v = 1.2578
t = 6.18, x = 4.8804, v = 1.2183
t = 6.19, x = 4.8924, v = 1.1787
t = 6.20, x = 4.9040, v = 1.1390
t = 6.21, x = 4.9151, v = 1.0993
t = 6.22, x = 4.9259, v = 1.0595
t = 6.23, x = 4.9363, v = 1.0197
t = 6.24, x = 4.9463, v = 0.9797
t = 6.25, x = 4.9559, v = 0.9398
t = 6.26, x = 4.9651, v = 0.8997
t = 6.27, x = 4.9739, v = 0.8597
t = 6.28, x = 4.9823, v = 0.8195
t = 6.29, x = 4.9903, v = 0.7793
t = 6.30, x = 4.9979, v = 0.7391
t = 6.31, x = 5.0051, v = 0.6988
t = 6.32, x = 5.0119, v = 0.6585
t = 6.33, x = 5.0183, v = 0.6182
t = 6.34, x = 5.0242, v = 0.5778
t = 6.35, x = 5.0298, v = 0.5373
t = 6.36, x = 5.0350, v = 0.4969
t = 6.37, x = 5.0398, v = 0.4564
t = 6.38, x = 5.0441, v = 0.4159
t = 6.39, x = 5.0481, v = 0.3753
t = 6.40, x = 5.0516, v = 0.3348
t = 6.41, x = 5.0548, v = 0.2942
t = 6.42, x = 5.0575, v = 0.2536
t = 6.43, x = 5.0598, v = 0.2130
t = 6.44, x = 5.0618, v = 0.1723
t = 6.45, x = 5.0633, v = 0.1317
t = 6.46, x = 5.0644, v = 0.0911
t = 6.47, x = 5.0651, v = 0.0504
t = 6.48, x = 5.0654, v = 0.0098
t = 6.49, x = 5.0653, v = -0.0309
t = 6.50, x = 5.0648, v = -0.0715
t = 6.51, x = 5.0639, v = -0.1122
t = 6.52, x = 5.0626, v = -0.1528
t = 6.53, x = 5.0608, v = -0.1934
t = 6.54, x = 5.0587, v = -0.2340
t = 6.55, x = 5.0561, v = -0.2745
t = 6.56, x = 5.0532, v = -0.3150
t = 6.57, x = 5.0498, v = -0.3555
t = 6.58, x = 5.0461, v = -0.3959
t = 6.59, x = 5.0419, v = -0.4363
t = 6.60, x = 5.0374, v = -0.4766
t = 6.61, x = 5.0324, v = -0.5168
t = 6.62, x = 5.0270, v = -0.5569
t = 6.63, x = 5.0213, v = -0.5970
t = 6.64, x = 5.0151, v = -0.6370
t = 6.65, x = 5.0085, v = -0.6769
t = 6.66, x = 5.0015, v = -0.7167
t = 6.67, x = 4.9942, v = -0.7564
t = 6.68, x = 4.9864, v = -0.7960
t = 6.69, x = 4.9783, v = -0.8355
t = 6.70, x = 4.9697, v = -0.8749
t = 6.71, x = 4.9608, v = -0.9141
t = 6.72, x = 4.9514, v = -0.9533
t = 6.73, x = 4.9417, v = -0.9923
t = 6.74, x = 4.9316, v = -1.0311
t = 6.75, x = 4.9211, v = -1.0698
t = 6.76, x = 4.9102, v = -1.1084
t = 6.77, x = 4.8989, v = -1.1468
t = 6.78, x = 4.8872, v = -1.1851
t = 6.79, x = 4.8752, v = -1.2231
t = 6.80, x = 4.8628, v = -1.2611
t = 6.81, x = 4.8500, v = -1.2988
t = 6.82, x = 4.8368, v = -1.3364
t = 6.83, x = 4.8233, v = -1.3738
t = 6.84, x = 4.8093, v = -1.4110
t = 6.85, x = 4.7950, v = -1.4480
t = 6.86, x = 4.7804, v = -1.4848
t = 6.87, x = 4.7653, v = -1.5214
t = 6.88, x = 4.7499, v = -1.5577
t = 6.89, x = 4.7342, v = -1.5939
t = 6.90, x = 4.7181, v = -1.6299
t = 6.91, x = 4.7016, v = -1.6656
t = 6.92, x = 4.6848, v = -1.7011
t = 6.93, x = 4.6676, v = -1.7364
t = 6.94, x = 4.6500, v = -1.7715
t = 6.95, x = 4.6321, v = -1.8063
t = 6.96, x = 4.6139, v = -1.8409
t = 6.97, x = 4.5953, v = -1.8752
t = 6.98, x = 4.5764, v = -1.9093
t = 6.99, x = 4.5571, v = -1.9431
t = 7.00, x = 4.5375, v = -1.9766
t = 7.01, x = 4.5176, v = -2.0099
t = 7.02, x = 4.4973, v = -2.0429
t = 7.03, x = 4.4767, v = -2.0757
t = 7.04, x = 4.4558, v = -2.1082
t = 7.05, x = 4.4346, v = -2.1404
t = 7.06, x = 4.4130, v = -2.1723
t = 7.07, x = 4.3911, v = -2.2039
t = 7.08, x = 4.3689, v = -2.2352
t = 7.09, x = 4.3464, v = -2.2663
t = 7.10, x = 4.3236, v = -2.2970
t = 7.11, x = 4.3005, v = -2.3275
t = 7.12, x = 4.2771, v = -2.3576
t = 7.13, x = 4.2533, v = -2.3875
t = 7.14, x = 4.2293, v = -2.4170
t = 7.15, x = 4.2050, v = -2.4462
t = 7.16, x = 4.1804, v = -2.4751
t = 7.17, x = 4.1555, v = -2.5037
t = 7.18, x = 4.1303, v = -2.5319
t = 7.19, x = 4.1049, v = -2.5599
t = 7.20, x = 4.0791, v = -2.5875
t = 7.21, x = 4.0531, v = -2.6148
t = 7.22, x = 4.0268, v = -2.6417
t = 7.23, x = 4.0003, v = -2.6683
t = 7.24, x = 3.9735, v = -2.6946
t = 7.25, x = 3.9464, v = -2.7205
t = 7.26, x = 3.9190, v = -2.7461
t = 7.27, x = 3.8915, v = -2.7714
t = 7.28, x = 3.8636, v = -2.7963
t = 7.29, x = 3.8355, v = -2.8208
t = 7.30, x = 3.8072, v = -2.8450
t = 7.31, x = 3.7786, v = -2.8689
t = 7.32, x = 3.7498, v = -2.8924
t = 7.33, x = 3.7208, v = -2.9155
t = 7.34, x = 3.6915, v = -2.9383
t = 7.35, x = 3.6620, v = -2.9607
t = 7.36, x = 3.6323, v = -2.9828
t = 7.37, x = 3.6024, v = -3.0045
t = 7.38, x = 3.5722, v = -3.0258
t = 7.39, x = 3.5418, v = -3.0467
t = 7.40, x = 3.5113, v = -3.0673
t = 7.41, x = 3.4805, v = -3.0876
t = 7.42, x = 3.4495, v = -3.1074
t = 7.43, x = 3.4184, v = -3.1269
t = 7.44, x = 3.3870, v = -3.1460
t = 7.45, x = 3.3554, v = -3.1647
t = 7.46, x = 3.3237, v = -3.1831
t = 7.47, x = 3.2918, v = -3.2011
t = 7.48, x = 3.2597, v = -3.2187
t = 7.49, x = 3.2274, v = -3.2359
t = 7.50, x = 3.1950, v = -3.2528
t = 7.51, x = 3.1623, v = -3.2692
t = 7.52, x = 3.1296, v = -3.2853
t = 7.53, x = 3.0966, v = -3.3010
t = 7.54, x = 3.0635, v = -3.3164
t = 7.55, x = 3.0303, v = -3.3313
t = 7.56, x = 2.9969, v = -3.3459
t = 7.57, x = 2.9634, v = -3.3600
t = 7.58, x = 2.9297, v = -3.3738
t = 7.59, x = 2.8959, v = -3.3873
t = 7.60, x = 2.8620, v = -3.4003
t = 7.61, x = 2.8279, v = -3.4129
t = 7.62, x = 2.7937, v = -3.4252
t = 7.63, x = 2.7594, v = -3.4371
t = 7.64, x = 2.7250, v = -3.4486
t = 7.65, x = 2.6904, v = -3.4597
t = 7.66, x = 2.6558, v = -3.4704
t = 7.67, x = 2.6210, v = -3.4808
t = 7.68, x = 2.5862, v = -3.4907
t = 7.69, x = 2.5512, v = -3.5003
t = 7.70, x = 2.5162, v = -3.5095
t = 7.71, x = 2.4810, v = -3.5183
t = 7.72, x = 2.4458, v = -3.5267
t = 7.73, x = 2.4105, v = -3.5348
t = 7.74, x = 2.3751, v = -3.5424
t = 7.75, x = 2.3396, v = -3.5497
t = 7.76, x = 2.3041, v = -3.5566
t = 7.77, x = 2.2685, v = -3.5632
t = 7.78, x = 2.2328, v = -3.5693
t = 7.79, x = 2.1971, v = -3.5751
t = 7.80, x = 2.1613, v = -3.5805
t = 7.81, x = 2.1255, v = -3.5855
t = 7.82, x = 2.0896, v = -3.5901
t = 7.83, x = 2.0537, v = -3.5944
t = 7.84, x = 2.0177, v = -3.5983
t = 7.85, x = 1.9817, v = -3.6018
t = 7.86, x = 1.9457, v = -3.6049
t = 7.87, x = 1.9096, v = -3.6077
t = 7.88, x = 1.8736, v = -3.6101
t = 7.89, x = 1.8374, v = -3.6122
t = 7.90, x = 1.8013, v = -3.6138
t = 7.91, x = 1.7652, v = -3.6151
t = 7.92, x = 1.7290, v = -3.6161
t = 7.93, x = 1.6928, v = -3.6166
t = 7.94, x = 1.6567, v = -3.6168
t = 7.95, x = 1.6205, v = -3.6167
t = 7.96, x = 1.5843, v = -3.6162
t = 7.97, x = 1.5482, v = -3.6153
t = 7.98, x = 1.5120, v = -3.6141
t = 7.99, x = 1.4759, v = -3.6125
t = 8.00, x = 1.4398, v = -3.6105
t = 8.01, x = 1.4037, v = -3.6082
t = 8.02, x = 1.3676, v = -3.6056
t = 8.03, x = 1.3316, v = -3.6026
t = 8.04, x = 1.2956, v = -3.5992
t = 8.05, x = 1.2596, v = -3.5955
t = 8.06, x = 1.2237, v = -3.5915
t = 8.07, x = 1.1878, v = -3.5871
t = 8.08, x = 1.1519, v = -3.5824
t = 8.09, x = 1.1161, v = -3.5773
t = 8.10, x = 1.0804, v = -3.5719
t = 8.11, x = 1.0447, v = -3.5662
t = 8.12, x = 1.0090, v = -3.5601
t = 8.13, x = 0.9735, v = -3.5537
t = 8.14, x = 0.9380, v = -3.5469
t = 8.15, x = 0.9025, v = -3.5398
t = 8.16, x = 0.8672, v = -3.5324
t = 8.17, x = 0.8319, v = -3.5247
t = 8.18, x = 0.7967, v = -3.5167
t = 8.19, x = 0.7616, v = -3.5083
t = 8.20, x = 0.7265, v = -3.4996
t = 8.21, x = 0.6916, v = -3.4906
t = 8.22, x = 0.6567, v = -3.4812
t = 8.23, x = 0.6219, v = -3.4716
t = 8.24, x = 0.5873, v = -3.4616
t = 8.25, x = 0.5527, v = -3.4513
t = 8.26, x = 0.5182, v = -3.4408
t = 8.27, x = 0.4839, v = -3.4299
t = 8.28, x = 0.4497, v = -3.4187
t = 8.29, x = 0.4155, v = -3.4072
t = 8.30, x = 0.3815, v = -3.3954
t = 8.31, x = 0.3476, v = -3.3833
t = 8.32, x = 0.3138, v = -3.3709
t = 8.33, x = 0.2802, v = -3.3582
t = 8.34, x = 0.2467, v = -3.3452
t = 8.35, x = 0.2133, v = -3.3319
t = 8.36, x = 0.1800, v = -3.3184
t = 8.37, x = 0.1469, v = -3.3045
t = 8.38, x = 0.1139, v = -3.2904
t = 8.39, x = 0.0811, v = -3.2760
t = 8.40, x = 0.0484, v = -3.2613
t = 8.41, x = 0.0159, v = -3.2463
t = 8.42, x = -0.0165, v = -3.2311
t = 8.43, x = -0.0487, v = -3.2155
t = 8.44, x = -0.0808, v = -3.1997
t = 8.45, x = -0.1127, v = -3.1837
t = 8.46, x = -0.1445, v = -3.1674
t = 8.47, x = -0.1761, v = -3.1508
t = 8.48, x = -0.2075, v = -3.1339
t = 8.49, x = -0.2387, v = -3.1168
t = 8.50, x = -0.2698, v = -3.0994
t = 8.51, x = -0.3007, v = -3.0818
t = 8.52, x = -0.3315, v = -3.0639
t = 8.53, x = -0.3620, v = -3.0458
t = 8.54, x = -0.3924, v = -3.0274
t = 8.55, x = -0.4226, v = -3.0088
t = 8.56, x = -0.4526, v = -2.9899
t = 8.57, x = -0.4824, v = -2.9708
t = 8.58, x = -0.5120, v = -2.9514
t = 8.59, x = -0.5414, v = -2.9318
t = 8.60, x = -0.5706, v = -2.9120
t = 8.61, x = -0.5996, v = -2.8919
t = 8.62, x = -0.6284, v = -2.8716
t = 8.63, x = -0.6571, v = -2.8511
t = 8.64, x = -0.6855, v = -2.8304
t = 8.65, x = -0.7137, v = -2.8094
t = 8.66, x = -0.7417, v = -2.7882
t = 8.67, x = -0.7694, v = -2.7668
t = 8.68, x = -0.7970, v = -2.7451
t = 8.69, x = -0.8243, v = -2.7233
t = 8.70, x = -0.8515, v = -2.7012
t = 8.71, x = -0.8784, v = -2.6790
t = 8.72, x = -0.9050, v = -2.6565
t = 8.73, x = -0.9315, v = -2.6338
t = 8.74, x = -0.9577, v = -2.6109
t = 8.75, x = -0.9837, v = -2.5878
t = 8.76, x = -1.0095, v = -2.5646
t = 8.77, x = -1.0350, v = -2.5411
t = 8.78, x = -1.0603, v = -2.5174
t = 8.79, x = -1.0853, v = -2.4935
t = 8.80, x = -1.1102, v = -2.4695
t = 8.81, x = -1.1347, v = -2.4452
t = 8.82, x = -1.1591, v = -2.4208
t = 8.83, x = -1.1832, v = -2.3962
t = 8.84, x = -1.2070, v = -2.3714
t = 8.85, x = -1.2306, v = -2.3464
t = 8.86, x = -1.2539, v = -2.3213
t = 8.87, x = -1.2770, v = -2.2960
t = 8.88, x = -1.2998, v = -2.2705
t = 8.89, x = -1.3224, v = -2.2448
t = 8.90, x = -1.3447, v = -2.2190
t = 8.91, x = -1.3668, v = -2.1930
t = 8.92, x = -1.3886, v = -2.1668
t = 8.93, x = -1.4101, v = -2.1405
t = 8.94, x = -1.4314, v = -2.1141
t = 8.95, x = -1.4524, v = -2.0874
t = 8.96, x = -1.4732, v = -2.0606
t = 8.97, x = -1.4936, v = -2.0337
t = 8.98, x = -1.5138, v = -2.0066
t = 8.99, x = -1.5338, v = -1.9794
t = 9.00, x = -1.5534, v = -1.9520
t = 9.01, x = -1.5728, v = -1.9245
t = 9.02, x = -1.5919, v = -1.8969
t = 9.03, x = -1.6107, v = -1.8691
t = 9.04, x = -1.6293, v = -1.8412
t = 9.05, x = -1.6476, v = -1.8131
t = 9.06, x = -1.6656, v = -1.7849
t = 9.07, x = -1.6833, v = -1.7566
t = 9.08, x = -1.7007, v = -1.7282
t = 9.09, x = -1.7178, v = -1.6996
t = 9.10, x = -1.7347, v = -1.6709
t = 9.11, x = -1.7512, v = -1.6421
t = 9.12, x = -1.7675, v = -1.6132
t = 9.13, x = -1.7835, v = -1.5842
t = 9.14, x = -1.7992, v = -1.5550
t = 9.15, x = -1.8146, v = -1.5258
t = 9.16, x = -1.8297, v = -1.4964
t = 9.17, x = -1.8445, v = -1.4669
t = 9.18, x = -1.8591, v = -1.4374
t = 9.19, x = -1.8733, v = -1.4077
t = 9.20, x = -1.8872, v = -1.3779
t = 9.21, x = -1.9008, v = -1.3481
t = 9.22, x = -1.9142, v = -1.3181
t = 9.23, x = -1.9272, v = -1.2880
t = 9.24, x = -1.9399, v = -1.2579
t = 9.25, x = -1.9524, v = -1.2277
t = 9.26, x = -1.9645, v = -1.1973
t = 9.27, x = -1.9763, v = -1.1669
t = 9.28, x = -1.9878, v = -1.1364
t = 9.29, x = -1.9990, v = -1.1059
t = 9.30, x = -2.0099, v = -1.0752
t = 9.31, x = -2.0205, v = -1.0445
t = 9.32, x = -2.0308, v = -1.0137
t = 9.33, x = -2.0408, v = -0.9829
t = 9.34, x = -2.0505, v = -0.9520
t = 9.35, x = -2.0599, v = -0.9210
t = 9.36, x = -2.0689, v = -0.8899
t = 9.37, x = -2.0777, v = -0.8588
t = 9.38, x = -2.0861, v = -0.8276
t = 9.39, x = -2.0942, v = -0.7964
t = 9.40, x = -2.1020, v = -0.7651
t = 9.41, x = -2.1095, v = -0.7338
t = 9.42, x = -2.1167, v = -0.7024
t = 9.43, x = -2.1236, v = -0.6709
t = 9.44, x = -2.1301, v = -0.6395
t = 9.45, x = -2.1363, v = -0.6079
t = 9.46, x = -2.1423, v = -0.5764
t = 9.47, x = -2.1479, v = -0.5447
t = 9.48, x = -2.1532, v = -0.5131
t = 9.49, x = -2.1581, v = -0.4814
t = 9.50, x = -2.1628, v = -0.4497
t = 9.51, x = -2.1671, v = -0.4180
t = 9.52, x = -2.1712, v = -0.3862
t = 9.53, x = -2.1749, v = -0.3544
t = 9.54, x = -2.1782, v = -0.3226
t = 9.55, x = -2.1813, v = -0.2907
t = 9.56, x = -2.1841, v = -0.2589
t = 9.57, x = -2.1865, v = -0.2270
t = 9.58, x = -2.1886, v = -0.1951
t = 9.59, x = -2.1904, v = -0.1632
t = 9.60, x = -2.1919, v = -0.1312
t = 9.61, x = -2.1930, v = -0.0993
t = 9.62, x = -2.1938, v = -0.0674
t = 9.63, x = -2.1944, v = -0.0354
t = 9.64, x = -2.1946, v = -0.0035
t = 9.65, x = -2.1944, v = 0.0285
t = 9.66, x = -2.1940, v = 0.0604
t = 9.67, x = -2.1932, v = 0.0923
t = 9.68, x = -2.1921, v = 0.1243
t = 9.69, x = -2.1907, v = 0.1562
t = 9.70, x = -2.1890, v = 0.1881
t = 9.71, x = -2.1870, v = 0.2199
t = 9.72, x = -2.1846, v = 0.2517
t = 9.73, x = -2.1819, v = 0.2835
t = 9.74, x = -2.1789, v = 0.3153
t = 9.75, x = -2.1756, v = 0.3470
t = 9.76, x = -2.1720, v = 0.3787
t = 9.77, x = -2.1681, v = 0.4103
t = 9.78, x = -2.1638, v = 0.4419
t = 9.79, x = -2.1592, v = 0.4734
t = 9.80, x = -2.1543, v = 0.5048
t = 9.81, x = -2.1491, v = 0.5362
t = 9.82, x = -2.1436, v = 0.5675
t = 9.83, x = -2.1378, v = 0.5988
t = 9.84, x = -2.1316, v = 0.6299
t = 9.85, x = -2.1252, v = 0.6610
t = 9.86, x = -2.1184, v = 0.6920
t = 9.87, x = -2.1113, v = 0.7229
t = 9.88, x = -2.1040, v = 0.7537
t = 9.89, x = -2.0963, v = 0.7844
t = 9.90, x = -2.0883, v = 0.8150
t = 9.91, x = -2.0800, v = 0.8455
t = 9.92, x = -2.0714, v = 0.8759
t = 9.93, x = -2.0624, v = 0.9062
t = 9.94, x = -2.0532, v = 0.9363
t = 9.95, x = -2.0437, v = 0.9664
t = 9.96, x = -2.0339, v = 0.9963
t = 9.97, x = -2.0238, v = 1.0260
t = 9.98, x = -2.0134, v = 1.0557
t = 9.99, x = -2.0027, v = 1.0852
